ensembl_gene_id	external_gene_name	description	gene_biotype
ENSG00000247416	NCAM1-AS2	NCAM1 antisense RNA 2 	lncRNA
ENSG00000247473	CARS1-AS1	CARS1 antisense RNA 1 	lncRNA
ENSG00000247498	GPRC5D-AS1	GPRC5D and HEBP1 antisense RNA 1 	lncRNA
ENSG00000247516	MIR4458HG	MIR4458 host gene 	lncRNA
ENSG00000247556	OIP5-AS1	OIP5 antisense RNA 1 	lncRNA
ENSG00000247570	SDCBPP2	syndecan binding protein pseudogene 2 	processed_pseudogene
ENSG00000247572	CKMT2-AS1	CKMT2 antisense RNA 1 	lncRNA
ENSG00000247595	MISFA	mitochondrial sheath formation associated 	protein_coding
ENSG00000247596	TWF2	twinfilin actin binding protein 2 	protein_coding
ENSG00000247624	CPEB2-DT	CPEB2 divergent transcript 	lncRNA
ENSG00000247626	MARS2	methionyl-tRNA synthetase 2, mitochondrial 	protein_coding
ENSG00000247627	MTND4P12	MT-ND4 pseudogene 12 	processed_pseudogene
ENSG00000247675	LRP4-AS1	LRP4 antisense RNA 1 	lncRNA
ENSG00000247679	NA	novel transcript	lncRNA
ENSG00000247699	FABP6-AS1	FABP6 antisense RNA 1 	lncRNA
ENSG00000247700	HLA-H	major histocompatibility complex, class I, H (pseudogene) 	unprocessed_pseudogene
ENSG00000247708	STX18-AS1	STX18 antisense RNA 1 (head to head) 	lncRNA
ENSG00000247728	ARHGAP11B-DT	ARHGAP11B divergent transcript 	lncRNA
ENSG00000247735	KCTD13-DT	KCTD13 divergent transcript 	lncRNA
ENSG00000247746	USP51	ubiquitin specific peptidase 51 	protein_coding
ENSG00000247763	TUBAP14	tubulin alpha pseudogene 14 	processed_pseudogene
ENSG00000247765	NA	novel transcript	lncRNA
ENSG00000247774	PCED1B-AS1	PCED1B antisense RNA 1 	lncRNA
ENSG00000247775	SNCA-AS1	SNCA antisense RNA 1 	lncRNA
ENSG00000247796	MOCS2-DT	MOCS2 divergent transcript 	lncRNA
ENSG00000247809	NR2F2-AS1	NR2F2 antisense RNA 1 	lncRNA
ENSG00000247828	TMEM161B-DT	TMEM161B divergent transcript 	lncRNA
ENSG00000247853	CHD4-AS1	CHD4 antisense RNA 1 	lncRNA
ENSG00000247867	DGAT2-DT	DGAT2 divergent transcript 	lncRNA
ENSG00000247872	SPCS2P3	signal peptidase complex subunit 2 pseudogene 3 	processed_pseudogene
ENSG00000247877	FAM174A-DT	FAM174A divergent transcript 	lncRNA
ENSG00000247903	TM7SF3-AS1	TM7SF3 antisense RNA 1 	lncRNA
ENSG00000247911	HMGN1P12	high mobility group nucleosome binding domain 1 pseudogene 12 	processed_pseudogene
ENSG00000247925	NA	novel transcript	lncRNA
ENSG00000247934	NA	novel transcript, antisense to CCDC91	lncRNA
ENSG00000247950	SEC24B-AS1	SEC24B antisense RNA 1 	lncRNA
ENSG00000247970	NA	novel transcript	lncRNA
ENSG00000247982	LINC00926	long intergenic non-protein coding RNA 926 	lncRNA
ENSG00000247993	FOXD1-AS1	FOXD1 antisense RNA 1 	lncRNA
ENSG00000248008	NRAV	negative regulator of antiviral response 	lncRNA
ENSG00000248015	NDUFS7-AS1	NDUFS7 antisense RNA 1 	lncRNA
ENSG00000248019	FAM13A-AS1	FAM13A antisense RNA 1 	lncRNA
ENSG00000248027	ARHGAP42-AS1	ARHGAP42 antisense RNA 1 	lncRNA
ENSG00000248029	NA	novel transcript	lncRNA
ENSG00000248049	UBA6-DT	UBA6 divergent transcript 	lncRNA
ENSG00000248050	SYBU-AS1	SYBU antisense RNA 1 	lncRNA
ENSG00000248079	DPH6-DT	DPH6 divergent transcript 	lncRNA
ENSG00000248092	NNT-AS1	NNT antisense RNA 1 	lncRNA
ENSG00000248098	BCKDHA	branched chain keto acid dehydrogenase E1 subunit alpha 	protein_coding
ENSG00000248099	INSL3	insulin like 3 	protein_coding
ENSG00000248100	NA	novel transcript	lncRNA
ENSG00000248101	NA	novel transcript	lncRNA
ENSG00000248104	TARS2P1	TARS2 pseudogene 1 	processed_pseudogene
ENSG00000248105	NA	pancreatic progenitor cell differentiation and proliferation factor homolog (zebrafish)  pseudogene	processed_pseudogene
ENSG00000248106	NA	zinc finger protein 470 pseudogene	processed_pseudogene
ENSG00000248107	LINC02039	long intergenic non-protein coding RNA 2039 	lncRNA
ENSG00000248109	MARCOL	MARCO like 	protein_coding
ENSG00000248112	NA	novel transcript	lncRNA
ENSG00000248113	PTPN11P5	PTPN11 pseudogene 5 	processed_pseudogene
ENSG00000248114	NA	UDP glycosyltransferase 1 family, polypeptide A3 (UGT1A3) pseudogene	unprocessed_pseudogene
ENSG00000248115	SCFD2-AS1	SCFD2 antisense RNA 1 	lncRNA
ENSG00000248117	MICOS10P4	MICOS10 pseudogene 4 	processed_pseudogene
ENSG00000248118	LINC01019	long intergenic non-protein coding RNA 1019 	lncRNA
ENSG00000248120	NA	ribosomal protein L5 pseudogene	processed_pseudogene
ENSG00000248121	SMURF2P1	SMAD specific E3 ubiquitin protein ligase 2 pseudogene 1 	transcribed_unprocessed_pseudogene
ENSG00000248122	APOOP4	apolipoprotein O pseudogene 4 	processed_pseudogene
ENSG00000248124	RRN3P1	RRN3 pseudogene 1 	transcribed_unprocessed_pseudogene
ENSG00000248125	NA	novel transcript	lncRNA
ENSG00000248126	NA	coiled-coil domain containing 127 (CCDC127) pseudogene	unprocessed_pseudogene
ENSG00000248127	SV2C-AS1	SV2C antisense RNA 1 	lncRNA
ENSG00000248128	NA	transmembrane protein 128 (TMEM128) pseudogene	processed_pseudogene
ENSG00000248131	LINC01194	long intergenic non-protein coding RNA 1194 	lncRNA
ENSG00000248132	LINC02101	long intergenic non-protein coding RNA 2101 	lncRNA
ENSG00000248133	MTND4LP22	MT-ND4L pseudogene 22 	unprocessed_pseudogene
ENSG00000248134	NA	pseudogene similar to part of a tripartite motif-containing family protein	unprocessed_pseudogene
ENSG00000248136	MTND6P8	MT-ND6 pseudogene 8 	unprocessed_pseudogene
ENSG00000248137	NA	novel transcript	lncRNA
ENSG00000248138	NA	novel transcript	lncRNA
ENSG00000248139	CUL4AP1	cullin 4A pseudogene 1 	processed_pseudogene
ENSG00000248143	LINC02383	long intergenic non-protein coding RNA 2383 	lncRNA
ENSG00000248144	ADH1C	alcohol dehydrogenase 1C (class I), gamma polypeptide 	protein_coding
ENSG00000248145	NA	novel transcript	lncRNA
ENSG00000248148	NA	novel transcript	lncRNA
ENSG00000248150	LINC02150	long intergenic non-protein coding RNA 2150 	lncRNA
ENSG00000248152	ANK2-AS1	ANK2 antisense RNA 1 	lncRNA
ENSG00000248155	NA	novel pseudogene	unprocessed_pseudogene
ENSG00000248156	BTG4P1	BTG anti-proliferation factor 4 pseudogene 1 	processed_pseudogene
ENSG00000248159	HSPA8P11	heat shock protein family A (Hsp70) member 8 pseudogene 11 	processed_pseudogene
ENSG00000248160	NA	TAF11-like protein pseudogene	processed_pseudogene
ENSG00000248161	NFKB1-AS1	NFKB1 antisense RNA 1 	lncRNA
ENSG00000248162	CHORDC1P3	CHORDC1 pseudogene 3 	processed_pseudogene
ENSG00000248165	NA	novel transcript	lncRNA
ENSG00000248167	TRIM39-RPP21	TRIM39-RPP21 readthrough 	protein_coding
ENSG00000248170	NA	cytochrome b pseudogene	processed_pseudogene
ENSG00000248172	NA	novel transcript	lncRNA
ENSG00000248174	LINC02268	long intergenic non-protein coding RNA 2268 	lncRNA
ENSG00000248176	NA	novel transcript	lncRNA
ENSG00000248180	GAPDHP60	glyceraldehyde-3-phosphate dehydrogenase pseudogene 60 	processed_pseudogene
ENSG00000248182	OR12D1	olfactory receptor family 12 subfamily D member 1 (gene/pseudogene) 	unprocessed_pseudogene
ENSG00000248184	LINC02283	long intergenic non-protein coding RNA 2283 	lncRNA
ENSG00000248185	NA	dedicator of cytokinesis family pseudogene	transcribed_processed_pseudogene
ENSG00000248187	LINC03140	long intergenic non-protein coding RNA 3140 	lncRNA
ENSG00000248188	PFDN1P2	PFDN1 pseudogene 2 	processed_pseudogene
ENSG00000248191	PES1P1	pescadillo ribosomal biogenesis factor 1 pseudogene 1 	processed_pseudogene
ENSG00000248192	ATG10-AS1	ATG10 antisense RNA 1 	lncRNA
ENSG00000248195	NA	novel transcript	lncRNA
ENSG00000248196	NA	uracil-DNA glycosylase (UNG) pseudogene	processed_pseudogene
ENSG00000248197	LINC00290	long intergenic non-protein coding RNA 290 	lncRNA
ENSG00000248199	NA	novel transcript	lncRNA
ENSG00000248200	NA	ribosomal protein L17  (RPL17) pseudogene	processed_pseudogene
ENSG00000248203	NA	novel transcript	lncRNA
ENSG00000248205	H3P17	H3 histone pseudogene 17 	processed_pseudogene
ENSG00000248206	NA	novel transcript	lncRNA
ENSG00000248208	WDR45P1	WD repeat domain 45 pseudogene 1 	processed_pseudogene
ENSG00000248209	NA	TAF10 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 30kDa (TAF10) pseudogene	processed_pseudogene
ENSG00000248210	LINC02355	long intergenic non-protein coding RNA 2355 	lncRNA
ENSG00000248211	TRPC7-AS1	TRPC7 antisense RNA 1 	lncRNA
ENSG00000248213	CICP16	capicua transcriptional repressor pseudogene 16 	processed_pseudogene
ENSG00000248215	LINC02505	long intergenic non-protein coding RNA 2505 	lncRNA
ENSG00000248216	KCTD9P5	potassium channel tetramerization domain containing 9 pseudogene 5 	processed_pseudogene
ENSG00000248221	STX18-IT1	STX18 intronic transcript 1 	lncRNA
ENSG00000248222	SLIT3-AS1	SLIT3 antisense RNA 1 	lncRNA
ENSG00000248223	NA	novel transcript	lncRNA
ENSG00000248227	LINC02513	long intergenic non-protein coding RNA 2513 	lncRNA
ENSG00000248228	SLIT2-IT1	SLIT2 intronic transcript 1 	lncRNA
ENSG00000248229	NA	novel pseudogene containing a SPRY domain	processed_pseudogene
ENSG00000248230	MICE	MHC class I polypeptide-related sequence E (pseudogene) 	transcribed_unprocessed_pseudogene
ENSG00000248231	KRT8P4	keratin 8 pseudogene 4 	processed_pseudogene
ENSG00000248234	NA	ribosomal protein L27 (RPL27) pseudogene	processed_pseudogene
ENSG00000248235	NA	novel protein	protein_coding
ENSG00000248236	NA	Centromere protein O (CENP-O) pseudogene	processed_pseudogene
ENSG00000248237	NA	protein phosphatase 2 (formerly 2A), regulatory subunit B, gamma isoform (PPP2R2C) pseudogene	processed_pseudogene
ENSG00000248238	LINC02438	long intergenic non-protein coding RNA 2438 	lncRNA
ENSG00000248242	NA	novel transcript	lncRNA
ENSG00000248243	LINC02014	long intergenic non-protein coding RNA 2014 	lncRNA
ENSG00000248245	NA	novel transcript	lncRNA
ENSG00000248249	NA	Rac GTPase activating protein 1 (RACGAP1) pseudogene	processed_pseudogene
ENSG00000248254	NA	novel transcript	lncRNA
ENSG00000248256	OCIAD1-AS1	OCIAD1 antisense RNA 1 	lncRNA
ENSG00000248257	PSG10P	pregnancy specific beta-1-glycoprotein 10, pseudogene 	transcribed_unprocessed_pseudogene
ENSG00000248259	MTND4LP31	MT-ND4L pseudogene 31 	unprocessed_pseudogene
ENSG00000248261	NA	novel transcript	lncRNA
ENSG00000248262	NA	novel transcript	lncRNA
ENSG00000248266	NA	novel transcript	lncRNA
ENSG00000248268	NA	novel transcript	lncRNA
ENSG00000248271	PGAM1P1	phosphoglycerate mutase 1 pseudogene 1 	processed_pseudogene
ENSG00000248275	TRIM52-AS1	TRIM52 antisense RNA 1 	lncRNA
ENSG00000248278	SUMO2P17	SUMO2 pseudogene 17 	transcribed_processed_pseudogene
ENSG00000248279	LINC02120	long intergenic non-protein coding RNA 2120 	lncRNA
ENSG00000248281	NA	cathepsin B (CTSB) pseudogene	processed_pseudogene
ENSG00000248282	MTCYBP44	MT-CYB pseudogene 44 	processed_pseudogene
ENSG00000248283	CCNL2P1	cyclin L2 pseudogene 1 	processed_pseudogene
ENSG00000248285	NA	novel transcript, sense overlapping HTR1A	lncRNA
ENSG00000248286	NA	stearoyl-CoA desaturase (delta-9-desaturase) (SCD) pseudogene	processed_pseudogene
ENSG00000248287	SCGB1D5P	secretoglobin family 1D member 5, pseudogene 	processed_pseudogene
ENSG00000248288	NA	ribosomal protein L5 (RPL5) pseudogene	processed_pseudogene
ENSG00000248290	TNXA	tenascin XA (pseudogene) 	transcribed_unprocessed_pseudogene
ENSG00000248293	NA	SIN3 homolog A, transcription regulator (yeast) (SIN3A) pseudogene	transcribed_unprocessed_pseudogene
ENSG00000248295	DDX43P1	DEAD-box helicase 43 pseudogene 1 	processed_pseudogene
ENSG00000248296	NA	novel transcript	lncRNA
ENSG00000248300	LINC02360	long intergenic non-protein coding RNA 2360 	lncRNA
ENSG00000248302	BNIP3P41	BCL2 interacting protein 3 pseudogene 41 	transcribed_processed_pseudogene
ENSG00000248305	NA	armadillo repeat containing 1 (ARMC1) pseudogene	processed_pseudogene
ENSG00000248307	LINC00616	long intergenic non-protein coding RNA 616 	lncRNA
ENSG00000248308	NA	UBX domain protein 2A (UBXN2A) pseudogene	processed_pseudogene
ENSG00000248309	MEF2C-AS1	MEF2C antisense RNA 1 	lncRNA
ENSG00000248313	CYP4F27P	cytochrome P450 family 4 subfamily F member 27, pseudogene 	transcribed_unprocessed_pseudogene
ENSG00000248315	MTND4LP2	MT-ND4L pseudogene 2 	unprocessed_pseudogene
ENSG00000248317	NA	novel transcript	lncRNA
ENSG00000248318	SNTB1-AS2	SNTB1 antisense RNA 2 	lncRNA
ENSG00000248319	LINC02275	long intergenic non-protein coding RNA 2275 	lncRNA
ENSG00000248320	THAP12P9	THAP domain containing 12 pseudogene 9 	processed_pseudogene
ENSG00000248322	NA	novel transcript	lncRNA
ENSG00000248323	LUCAT1	lung cancer associated transcript 1 	lncRNA
ENSG00000248327	NOL8P1	nucleolar protein 8 pseudogene 1 	processed_pseudogene
ENSG00000248328	MTCO3P28	MT-CO3 pseudogene 28 	unprocessed_pseudogene
ENSG00000248329	APELA	apelin receptor early endogenous ligand 	protein_coding
ENSG00000248330	LINC00613	long intergenic non-protein coding RNA 613 	lncRNA
ENSG00000248332	TUB-AS1	TUB antisense RNA 1 	lncRNA
ENSG00000248333	CDK11B	cyclin dependent kinase 11B 	protein_coding
ENSG00000248334	WHAMMP2	WHAMM pseudogene 2 	transcribed_unprocessed_pseudogene
ENSG00000248335	TBC1D9-AS1	TBC1D9 antisense RNA 1 	lncRNA
ENSG00000248336	HMGN1P11	high mobility group nucleosome binding domain 1 pseudogene 11 	processed_pseudogene
ENSG00000248337	NA	TAF11-like protein pseudogene	processed_pseudogene
ENSG00000248338	LINC02472	long intergenic non-protein coding RNA 2472 	lncRNA
ENSG00000248339	LINC02504	long intergenic non-protein coding RNA 2504 	lncRNA
ENSG00000248340	PIMREGP4	PIMREG pseudogene 4 	processed_pseudogene
ENSG00000248343	NA	novel transcript	lncRNA
ENSG00000248347	NA	POTE ankyrin domain family pseudogene	transcribed_unprocessed_pseudogene
ENSG00000248349	NA	calcyphosine-like (CAPSL) pseudogene	unprocessed_pseudogene
ENSG00000248350	NA	heat shock factor binding protein 1 (HSBP1) pseudogene	processed_pseudogene
ENSG00000248351	HSPD1P18	heat shock protein family D (Hsp60) member 1 pseudogene 18 	processed_pseudogene
ENSG00000248352	TNXA	tenascin XA (pseudogene) 	unprocessed_pseudogene
ENSG00000248355	ARL2BPP6	ARF like GTPase 2 binding protein pseudogene 6 	processed_pseudogene
ENSG00000248356	NA	novel transcript	lncRNA
ENSG00000248358	NA	novel transcript	lncRNA
ENSG00000248360	LINC00504	long intergenic non-protein coding RNA 504 	lncRNA
ENSG00000248362	NA	novel transcript	lncRNA
ENSG00000248363	NA	novel transcript	lncRNA
ENSG00000248364	OR7E86P	olfactory receptor family 7 subfamily E member 86 pseudogene 	unprocessed_pseudogene
ENSG00000248365	POU5F1P7	POU class 5 homeobox 1 pseudogene 7 	processed_pseudogene
ENSG00000248366	TRAJ51	T cell receptor alpha joining 51 (pseudogene) 	TR_J_pseudogene
ENSG00000248367	NA	novel transcript	lncRNA
ENSG00000248369	NA	novel transcript	lncRNA
ENSG00000248370	LINC02434	long intergenic non-protein coding RNA 2434 	lncRNA
ENSG00000248373	NA	novel transcript	lncRNA
ENSG00000248374	UBTD2P1	UBTD2 pseudogene 1 	unprocessed_pseudogene
ENSG00000248375	NA	novel pseudogene	processed_pseudogene
ENSG00000248376	FBLP1	FBL pseudogene 1 	processed_pseudogene
ENSG00000248377	HMGN1P9	high mobility group nucleosome binding domain 1 pseudogene 	processed_pseudogene
ENSG00000248378	NA	novel transcript	lncRNA
ENSG00000248383	PCDHAC1	protocadherin alpha subfamily C, 1 	protein_coding
ENSG00000248385	TARM1	T cell-interacting, activating receptor on myeloid cells 1 	protein_coding
ENSG00000248387	NA	GC-rich promoter binding protein 1 (GPBP1) pseudogene	processed_pseudogene
ENSG00000248388	HAFML	HuR (ELAVL1) associated fibroblast migratory lncRNA 	lncRNA
ENSG00000248391	LINC02064	long intergenic non-protein coding RNA 2064 	lncRNA
ENSG00000248393	NA	novel transcript	lncRNA
ENSG00000248394	FOSL1P1	FOSL1 pseudogene 1 	processed_pseudogene
ENSG00000248396	TOMM22P4	TOMM22 pseudogene 4 	processed_pseudogene
ENSG00000248397	LINC00498	long intergenic non-protein coding RNA 498 	lncRNA
ENSG00000248399	NA	novel transcript	lncRNA
ENSG00000248400	ST13P12	ST13, Hsp70 interacting protein pseudogene 12 	processed_pseudogene
ENSG00000248401	NA	aminomethyltransferase (AMT) pseudogene	processed_pseudogene
ENSG00000248403	NACAP6	NACA pseudogene 6 	processed_pseudogene
ENSG00000248405	PRR5-ARHGAP8	PRR5-ARHGAP8 readthrough 	protein_coding
ENSG00000248406	NA	novel pseudogene similar to zinc finger protein 799 (ZNF799)	transcribed_unprocessed_pseudogene
ENSG00000248408	LINC02469	long intergenic non-protein coding RNA 2469 	lncRNA
ENSG00000248409	CCDC188BP	coiled-coil domain containing 188B, pseudogene 	transcribed_unprocessed_pseudogene
ENSG00000248415	GAPDHP61	glyceraldehyde 3 phosphate dehydrogenase pseudogene 61 	processed_pseudogene
ENSG00000248416	PCGF3-AS2	PCGF3 antisense RNA 2 	lncRNA
ENSG00000248417	NA	novel transcript	lncRNA
ENSG00000248418	UBL5P1	ubiquitin like 5 pseudogene 1 	processed_pseudogene
ENSG00000248419	RIDAP2	RIDA pseudogene 2 	processed_pseudogene
ENSG00000248420	MTATP6P9	MT-ATP6 pseudogene 9 	unprocessed_pseudogene
ENSG00000248422	NA	TAF11-like protein pseudogene	processed_pseudogene
ENSG00000248423	CLTAP1	CLTA pseudogene 1 	processed_pseudogene
ENSG00000248424	OR51K1P	olfactory receptor family 51 subfamily K member 1 pseudogene 	unprocessed_pseudogene
ENSG00000248425	NA	novel transcript	lncRNA
ENSG00000248426	NA	ankyrin repeat domain 11 (ANKRD11) pseudogene	transcribed_processed_pseudogene
ENSG00000248428	NA	novel transcript	lncRNA
ENSG00000248429	GASK1B-AS1	GASK1B antisense RNA 1 	lncRNA
ENSG00000248430	HMGB3P16	high mobility group box 3 pseudogene 16 	processed_pseudogene
ENSG00000248431	NA	novel transcript	lncRNA
ENSG00000248434	NA	novel transcript	lncRNA
ENSG00000248439	RPL23AP94	ribosomal protein L23a pseudogene 94 	processed_pseudogene
ENSG00000248440	NA	novel transcript	lncRNA
ENSG00000248441	LETR1	lymphatic endothelial transcriptional regulator lncRNA 1 	lncRNA
ENSG00000248442	OR10J7P	olfactory receptor family 10 subfamily J member 7 pseudogene 	unitary_pseudogene
ENSG00000248443	NA	novel transcript	lncRNA
ENSG00000248444	HNRNPA1P65	heterogeneous nuclear ribonucleoprotein A1 pseudogene 65 	processed_pseudogene
ENSG00000248445	SEMA6A-AS1	SEMA6A antisense RNA 1 	lncRNA
ENSG00000248447	NA	tripartite motif-containing 75 (TRIM75) pseudogene	processed_pseudogene
ENSG00000248448	COX5BP1	cytochrome c oxidase subunit 5B pseudogene 1 	processed_pseudogene
ENSG00000248449	PCDHGB8P	protocadherin gamma subfamily B, 8 pseudogene 	transcribed_unitary_pseudogene
ENSG00000248452	NA	zinc finger protein 248 (ZNF248) pseudogene	processed_pseudogene
ENSG00000248455	LINC02217	long intergenic non-protein coding RNA 2217 	lncRNA
ENSG00000248456	LINC02485	long intergenic non-protein coding RNA 2485 	lncRNA
ENSG00000248457	LINC02220	long intergenic non-protein coding RNA 2220 	lncRNA
ENSG00000248458	NA	novel transcript, antisense to SGIP1	lncRNA
ENSG00000248459	RPS17P9	ribosomal protein S17 pseudogene 9 	processed_pseudogene
ENSG00000248462	NENFP3	neudesin neurotrophic factor pseudogene 3 	processed_pseudogene
ENSG00000248464	FGF10-AS1	FGF10 antisense RNA 1 	lncRNA
ENSG00000248466	NA	pseudogene similar to part of LIM and senescent cell antigen-like domains 2 (LIMS2)	processed_pseudogene
ENSG00000248468	NA	novel transcript	lncRNA
ENSG00000248469	NA	novel transcript, antisense to FAM153B	lncRNA
ENSG00000248471	NA	TAF11-like protein pseudogene	processed_pseudogene
ENSG00000248472	DDX11L9	DEAD/H-box helicase 11 like 9 (pseudogene) 	transcribed_unprocessed_pseudogene
ENSG00000248473	LINC01962	long intergenic non-protein coding RNA 1962 	lncRNA
ENSG00000248474	LINC02122	long intergenic non-protein coding RNA 2122 	lncRNA
ENSG00000248475	NA	novel transcript	lncRNA
ENSG00000248476	BACH1-IT1	BACH1 intronic transcript 1 	lncRNA
ENSG00000248477	NAIPP3	NAIP pseudogene 3 	transcribed_unprocessed_pseudogene
ENSG00000248479	NA	novel transcript	lncRNA
ENSG00000248480	NA	CTAGE family, member 5 (CTAGE5) pseudogene	processed_pseudogene
ENSG00000248482	NA	novel transcript	lncRNA
ENSG00000248483	POU5F2	POU domain class 5, transcription factor 2 	protein_coding
ENSG00000248484	NA	novel transcript	lncRNA
ENSG00000248485	PCP4L1	Purkinje cell protein 4 like 1 	protein_coding
ENSG00000248487	ABHD14A	abhydrolase domain containing 14A 	protein_coding
ENSG00000248488	PGAM4P2	phosphoglycerate mutase family member 4 pseudogene 2 	processed_pseudogene
ENSG00000248489	CHD1-DT	CHD1 divergent transcript 	lncRNA
ENSG00000248490	NA	novel transcript	lncRNA
ENSG00000248491	NA	novel transcript	lncRNA
ENSG00000248492	ZFAT-AS1	ZFAT antisense RNA 1 	lncRNA
ENSG00000248493	NA	apolipoprotein O-like (APOOL) pseudogene	processed_pseudogene
ENSG00000248494	LNX1-AS2	LNX1 antisense RNA 2 	lncRNA
ENSG00000248496	SCAND3	SCAN domain containing 3 	protein_coding
ENSG00000248498	ASNSP1	ASNS pseudogene 1 	transcribed_unprocessed_pseudogene
ENSG00000248503	C4orf46P2	C4orf46 pseudogene 2 	transcribed_processed_pseudogene
ENSG00000248505	LINC02380	long intergenic non-protein coding RNA 2380 	lncRNA
ENSG00000248506	TUBAP10	tubulin alpha pseudogene 10 	processed_pseudogene
ENSG00000248507	OR5H4P	olfactory receptor family 5 subfamily H member 4 pseudogene 	unprocessed_pseudogene
ENSG00000248508	SRP14-DT	SRP14 divergent transcript 	lncRNA
ENSG00000248510	LINC02267	long intergenic non-protein coding RNA 2267 	lncRNA
ENSG00000248511	NA	novel transcript	lncRNA
ENSG00000248514	NA	novel transcript	lncRNA
ENSG00000248515	NA	novel transcript	lncRNA
ENSG00000248516	NA	novel transcript	lncRNA
ENSG00000248517	LINC02437	long intergenic non-protein coding RNA 2437 	lncRNA
ENSG00000248521	NA	nei like 2 (E. coli) (NEIL2) pseudogene	processed_pseudogene
ENSG00000248522	SBF1P1	SET binding factor 1 pseudogene 1 	processed_pseudogene
